video_id,title,channel_name,ad_status,sw_violence_death,sw_sexual_content,sw_profanity,sw_drugs_substances,sw_hate_speech_slurs,sw_mental_health,sw_political_controversial,sw_weapons_military,sw_coded_numbers,sw_total,as_drugs,as_mental_health,as_other,as_platform_moderation,as_profanity,as_sexual,as_violence_death,as_weapons,as_total
T4we0Qbd2is,,,Yes,3,0,3,0,2,1,9,1,0,19,0,0,0,0,0,0,0,0,0
TA9tsPPEORs,,,Yes,1,1,3,0,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0
TB5uXw0oS_4,War Of The Worlds - The Greatest Thing Ever Made,The Critical Drinker,Yes,0,1,5,1,0,0,13,1,0,21,0,0,0,0,0,0,0,0,0
TEdqxsIjZo0,Kendrick & Hip Hop's Beef with Drake: Round 1 | OLAY & FRIENDS,olurinatti,,26,4,20,0,155,0,22,7,0,234,0,0,0,0,0,0,0,0,0
TFfMTCDiGXY,The Mandalorian And Grogu - Does Disney Actually Hate This Movie?,The Critical Drinker,Yes,2,0,4,1,0,0,8,0,0,15,0,0,0,0,0,0,0,0,0
TLnMCzitupM,,,Yes,4,0,4,0,2,0,6,0,0,16,0,0,0,0,0,0,0,0,0
TY0IfTSHsHk,Tron: Ares - It's Complete Arse,The Critical Drinker,Yes,1,1,1,0,3,1,5,1,0,13,0,0,0,0,0,0,0,0,0
TdQW-yTrsFg,,,Yes,9,0,1,0,1,0,2,0,0,13,0,0,0,0,0,0,0,0,0
Ted1IrlzkiY,Imperialism the Highest Stage of Capitalism-CH 8: Decay of Capitalism,midwesternmarx,Yes,2,0,4,0,0,1,15,0,0,22,0,0,0,0,0,0,0,0,0
Tpj9Ydhy1nA,Cuba Submits Official Request to Join BRICS!!,midwesternmarx,Yes,3,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0
Ts76T7tJv-U,WOKE STUDENTS JUST RUINED THEIR LIVES!,TheQuartering,Yes,15,0,0,0,0,0,4,0,0,19,0,0,0,0,0,0,0,0,0
U6_jQRXTprM,INTERVIEW with HUGO CHAVEZ TERAN on VENEZUELA'S SUCCESS AND U.S. IMPERIALISM,midwesternmarx,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGepJjqwUsk,,,Yes,10,2,25,0,10,2,6,7,0,62,0,0,0,0,0,0,0,0,0
UGx-ChrrwCY,,,Yes,0,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0
UL648Ernf9s,Zionism Versus Revolutionary Yiddishland | Educate Against Genocide Class 2,midwesternmarx,Yes,82,0,5,1,39,5,95,8,1,236,0,0,2,0,0,0,0,0,2
USoy-VxpbCM,Joe Rogan and Tim Pool vs Twitter,Actual Justice Warrior,Yes,17,0,7,0,0,0,24,0,0,48,0,0,1,0,0,0,0,0,1
UUwgUCV_Txw,,,Yes,5,0,1,0,0,0,64,3,0,73,0,0,0,0,0,0,0,0,0
UjzBIdbk2zY,THEY ARE WATCHING YOU,TheQuartering,Yes,0,0,2,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0
Ul97e5s8q5o,,,Yes,4,0,4,0,1,0,44,1,0,54,0,0,0,0,0,0,0,0,0
UojPAkCXVQ0,Grace Randolph MELTDOWN Over Brie Larson Mario Galaxy Casting,Geeks + Gamers,Yes,2,0,4,0,7,0,1,0,0,14,0,0,0,0,0,0,0,0,0
UtYVOfk7vzQ,‘Daredevil: Born Again’ Goes Straight to Hell – Marvel Will Never Learn,Nerdrotic,Yes,17,0,21,0,6,0,7,3,0,54,0,0,0,0,0,1,0,0,1
V42eRvPqVkQ,Ironheart Is an Iconic DISASTER,Nerdrotic,Yes,17,0,13,0,6,2,3,4,0,45,0,0,0,0,0,0,0,0,0
V8nSSfZPLsA,,,Yes,4,0,7,0,1,1,10,0,2,25,0,0,0,0,0,0,0,0,0
VC4sAaV1eBs,Fox News: How To Whitewash an Atrocity,Three Arrows,Yes,31,0,4,0,11,0,51,13,1,111,0,0,1,1,0,0,0,0,2
VKpc2npfY3Q,The Drinker Recommends... I Swear,The Critical Drinker,Yes,1,0,2,0,0,0,9,0,0,12,0,0,0,0,0,0,0,0,0
VNRZapESOqs,Israel Admits to Targeting Civilians,midwesternmarx,No,5,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0
VNgYA5nngr4,,,Yes,26,0,3,0,2,6,8,0,0,45,0,0,0,0,1,0,0,0,1
VbiYrkR5joM,Hollywood is BROKEN,Nerdrotic,Yes,3,0,11,0,12,1,9,0,0,36,11,0,0,0,0,0,0,0,11
Vcbloi9B9Ew,Cop CAUGHT Stealing Sneakers,Actual Justice Warrior,Yes,8,0,2,0,15,1,17,3,4,50,0,0,2,1,0,0,0,0,3
Vkdfbh7Qed4,,,Yes,0,0,1,0,0,0,12,0,0,13,0,0,0,0,0,0,0,0,0
VoxhDA15C4Y,Hollywood is COOKED,Nerdrotic,Yes,7,0,10,0,3,1,14,4,0,39,0,0,0,0,0,0,0,0,0
W-0PKr2jWXY,Is the USA a Black Country?,midwesternmarx,No,5,0,0,0,16,0,7,0,0,28,0,0,0,0,0,0,0,0,0
WCWaEWnImbI,Nobody Cares About Ironheart,Geeks + Gamers,Yes,3,0,2,0,7,0,1,0,0,13,0,0,0,0,0,0,0,0,0
WKpt567snJo,Predator Officially FLOPS in the Box Office!,Culture Casino,Yes,7,0,1,0,0,0,2,0,0,10,0,0,0,1,0,0,0,0,1
WL0M5yP83ko,"PODCAST #1 AMERICAN SOCIALISM, VENEZUELA, AND MORE",midwesternmarx,Yes,22,0,11,0,20,8,34,2,0,97,0,0,0,0,0,0,0,0,0
Wd5Wl8mWL_Q,,,Yes,6,0,5,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0
WdtwOMM26Bc,Starfleet Academy is AWFUL - Star Trek is Dead,Nerdrotic,Yes,19,1,10,0,6,0,15,4,0,55,0,0,0,0,0,0,0,0,0
WhB9gxYAY7s,Ana Navarro Goes FULL RACIST On Brad Polumbo,Actual Justice Warrior,No,3,4,11,0,24,0,21,0,0,63,0,0,0,0,0,0,0,0,0
WjWmfsqxfmU,Production Hell - The Exorcist,The Critical Drinker,Yes,18,0,9,0,0,2,6,10,0,45,1,0,0,0,0,0,0,0,1
Wt-E7pZLz90,,,Yes,0,0,4,0,0,0,7,1,0,12,0,0,0,0,0,0,0,0,0
WuJXVrT7et0,Eddie's Virtual 28th Birthday Party- Power Hour,midwesternmarx,Yes,20,0,17,1,15,0,56,12,0,121,2,0,0,0,0,0,0,0,2
X4ycXOtq-OA,Everyone Hates Starfleet Academy - It Gets Worse,Nerdrotic,Yes,5,0,9,0,3,1,20,2,1,41,0,0,0,0,0,0,0,0,0
X5apTaxas4Y,Antonio Gramsci on Ideology,midwesternmarx,No,0,0,1,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0
XB04fw68cJg,Flashback: Trump calls out Bush family for Iraq War,midwesternmarx,No,5,0,0,0,13,0,18,2,0,38,0,0,0,0,0,0,0,0,0
XPs26YGXdxg,ENTITLED WOKE BRATS DESTROYED BY BURGER KING AS $30 MINIMUM WAGE BACKFIRES,TheQuartering,Yes,0,0,4,0,0,3,2,0,0,9,0,0,0,0,0,0,0,0,0
XRhTELx-2ys,,,Yes,4,0,12,0,1,0,5,0,0,22,0,0,0,0,0,0,0,0,0
XVphrchN5G4,Is There a Baby Mama Crisis in Black Hollywood? | OLAY & FRIENDS,olurinatti,,13,22,27,2,44,0,35,0,0,143,0,0,0,4,3,0,0,0,7
X_M8xEn_CFE,,,Yes,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X_OaqRx7SWU,Marvel's Rise and Fall of the M-She-U | The Disney Plus DISASTERS,Nerdrotic,Yes,123,2,91,4,55,2,95,27,0,399,0,0,0,0,0,0,0,0,0
Xh-QVl5IUjE,,,Yes,5,0,0,0,1,0,3,1,0,10,0,0,0,0,0,0,0,0,0
Xmq6MvaKphk,Midwestern Marx Podcast #8 Talking with BayArea415 about Socialism in China,midwesternmarx,Yes,7,0,7,0,1,0,44,2,0,61,0,0,0,0,0,0,0,0,0
XoBaG_E81j8,Glen Greenwald Dismantles Ben Shapiro' On Yemen,midwesternmarx,Yes,46,0,4,0,1,0,56,5,0,112,0,0,0,0,0,0,0,0,0
XpLxSYi2BZw,It's Time To Let Star Trek Die,The Critical Drinker,Yes,6,0,2,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0
Y07gja_21gQ,Gender Propaganda in Kindergarten,Actual Justice Warrior,No,0,2,4,0,4,1,22,0,0,33,0,0,0,0,0,0,0,0,0
Y0v9kvyORL8,President Trump SAVED Video Games,Geeks + Gamers,Yes,2,0,8,0,5,0,19,1,0,35,0,0,1,0,0,0,0,0,1
Y7Uan3Uu3uQ,Frankenstein - Guillermo del Toro's Magnum Opus?,The Critical Drinker,Yes,9,0,2,1,0,0,2,0,0,14,0,0,0,0,0,0,0,0,0
Y8MsJeThWmU,How Transphobia Hurts Black Women,olurinatti,,9,2,7,0,47,0,2,1,0,68,0,0,0,0,0,0,0,0,0
YHcsuYFlKDM,New York is Falling Apart & Here's Why,olurinatti,,59,1,1,0,27,2,21,7,0,118,0,0,0,0,0,0,0,0,0
YWmG96rdvu4,The Last Political Episode of 2024 | OLAY & FRIENDS,olurinatti,,17,0,10,0,70,2,29,2,0,130,0,0,2,0,1,0,0,0,3
YZAcN_6PDn0,The Avatar Paradox - Why Nobody Talks About These Movies,The Critical Drinker,Yes,1,0,3,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0
YvAFRa9aPq4,How Crime Data Is Manipulated,Actual Justice Warrior,Yes,100,1,0,0,9,0,4,0,0,114,0,0,1,0,0,0,0,0,1
Z2KdvuVzVHE,"MSNBC TANKS 54%! Psaki’s Show FLOPS, Maddow’s $25M Scam!",Culture Casino,No,1,0,9,0,3,0,2,1,0,16,0,0,0,0,0,0,0,0,0
Z6rji1fKrZ8,How John Oliver can save Sargon,Actual Justice Warrior,Yes,5,0,8,0,0,0,9,0,0,22,0,0,0,0,0,0,0,0,0
ZC04SBgRQFs,The Witcher is DEAD - Season 4 is a DISASTER,Nerdrotic,Yes,19,0,16,0,5,0,6,1,0,47,0,0,0,0,0,0,0,0,0
ZCmnW7SSGUU,,,Yes,10,0,4,0,7,0,11,0,0,32,0,0,0,0,0,0,0,0,0
ZEWJIHuD1uI,Adam Ruins Everything Fails on Gun Control,Actual Justice Warrior,Yes,29,0,8,1,68,0,23,67,0,196,0,0,0,0,0,0,0,0,0
ZHglCpZwgi4,"Starfleet Academy Gets Review Bombed, and That's A Good Thing - Kurtzman Trek Keeps Hitting Bottom",Nerdrotic,Yes,12,3,6,0,9,1,9,1,0,41,0,0,0,0,0,0,0,0,0
ZL3dmItzDIs,The Witcher Season 4 is DOOMED - Netflix's 500 Million Dollar DISASTER,Nerdrotic,Yes,13,0,6,0,1,0,6,2,0,28,0,0,0,0,0,0,0,0,0
ZPSLKEs_1a4,Anita vs The Mandalorian,Actual Justice Warrior,Yes,0,0,10,0,1,0,12,0,0,23,0,0,0,0,0,0,0,0,0
ZTON5_5NH7A,Fantastic Four - This Movie Shocked Me,The Critical Drinker,Yes,3,1,4,0,0,0,6,1,0,15,0,0,0,0,0,0,0,0,0
ZvoU7VEqR7M,Biden Launches Missiles Into Syria. CNN Applauds,midwesternmarx,Yes,17,1,0,0,1,0,40,5,0,64,0,0,0,0,0,0,0,0,0
_0FKAMdP3nI,"Iran Attacked by Terrorists! Will ""lame duck"" President Trump invade Iran?",midwesternmarx,No,10,0,2,0,0,0,22,3,0,37,0,0,0,0,0,0,0,0,0
_94mKxpqFdg,,,Yes,4,0,6,0,0,2,5,0,0,17,0,0,0,0,0,0,0,0,0
_9ectEMceBk,Game Of Thrones Season 7 Ep. 1 review (Spoilers),Actual Justice Warrior,Yes,18,0,1,0,3,1,6,2,0,31,9,0,0,0,0,0,0,0,9
_BIMxxfRBX4,The little 50.000 Subscribers Q&A,Three Arrows,Yes,15,0,3,0,5,0,22,0,0,45,0,0,0,0,0,0,0,0,0
_G5YDHRys9U,What is NEW about U.S. IDEOLOGY today?,midwesternmarx,Yes,0,0,0,0,1,0,9,0,0,10,0,0,0,0,0,0,0,0,0
_M4bPbcN9TY,ACP Executives React to Liberal Election Meltdowns,midwesternmarx,Yes,3,0,5,0,0,0,11,1,0,20,0,0,0,0,0,0,0,0,0
_PELjNBkhUM,,,Yes,17,7,26,0,9,0,7,2,0,68,0,0,0,0,0,0,0,0,0
_Ux2HtHsN64,CAN TRAORE AND THE AES HELP TO FREE AFRICA? | AHMED KABALLO,midwesternmarx,Yes,34,0,2,0,5,0,39,3,0,83,0,0,0,0,0,0,0,0,0
_hSgKyjCFZs,Masters of The Universe REACTION (He/Him/Man),Geeks + Gamers,Yes,1,0,6,0,2,0,1,0,0,10,0,0,0,0,0,0,0,0,0
_m8oLpYgxmI,,,Yes,5,0,5,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0
_zDVo6if2AI,Steam just Destroyed the New York Attorney General,Hero Hei,Yes,4,0,0,0,0,0,9,1,0,14,0,0,0,0,0,0,0,0,0
a0g0BDEid8M,Who's at Fault for the Refugee Crisis?,Three Arrows,No,14,2,5,2,5,0,15,1,0,44,0,0,0,0,0,0,0,0,0
a0tD4hmswz4,Dearborn Mayor Says Muslims Are ABOVE Assimilation,Actual Justice Warrior,Yes,19,0,14,0,28,0,21,5,4,91,0,0,0,0,0,0,0,0,0
aHP8QOHHp7c,,,Yes,19,1,3,0,4,0,6,12,0,45,0,0,0,0,0,0,0,0,0
aI6cyXovV34,EPSTEIN CLASS WANTS REGIME CHANGE IN IRAN | JENNIFER KINGS,midwesternmarx,Yes,46,45,17,2,9,0,25,2,0,146,0,0,0,0,0,0,0,0,0
aJTcBkSY_JM,Crash And Burn - The Cynthia Erivo Story,The Critical Drinker,Yes,8,0,3,0,0,1,8,0,0,20,0,0,0,0,0,0,0,0,0
aKKtJpIz02g,They Were BEGGING For Him To Be White,Actual Justice Warrior,Yes,17,0,4,0,39,0,13,1,0,74,0,0,0,0,0,0,0,0,0
aMvhVSL3cKo,Eddie Liger Smith Free Palestine Tik Tok Compilation,midwesternmarx,No,18,0,1,0,2,0,7,2,0,30,0,0,0,0,0,0,0,0,0
aV5e5xbnqiw,Marx on the Individual Part 2/2 | Weekend Podcast #26,The Podcast of the Lotus Eaters,Yes,17,0,1,0,2,0,0,0,0,20,0,0,1,0,0,0,0,0,1
afE23ZLGBKE,Carlos Garrido Reports from Caracas Venezuela,midwesternmarx,Yes,3,0,2,0,0,0,11,1,0,17,0,0,0,0,0,0,0,0,0
ahuXH5KQVt0,Red Sonja REVIEW - The Girl Boss Killed Epic Fantasy,Nerdrotic,Yes,35,1,8,0,1,0,10,0,0,55,0,0,0,0,0,0,0,0,0
ak7Ig-f4Jkw,WHY NORTH KOREA IS THE MOST FREE AND DEMOCRATIC COUNTRY ON EARTH,midwesternmarx,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alTTByZLi_0,WTF is Star Wars Now?,Nerdrotic,Yes,7,8,3,0,2,0,28,0,0,48,0,0,0,0,0,0,0,0,0
asnDtCGwEn4,Black Mom FINDS OUT & Owes White Kid 3 Million After She LIED About Him & Tried To Ruin His Life,TheQuartering,Yes,4,0,4,0,11,0,11,5,0,35,0,0,0,1,0,0,0,0,1
aywbc-DIKUk,The Mandalorian Isn't Going To Save Star Wars,The Critical Drinker,Yes,6,1,3,0,1,0,7,0,0,18,0,0,0,0,0,0,0,0,0
b3RlYcsei14,,,Yes,1,0,1,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0
b8AcmzqFdPM,Jordan Peterson Doesn't Understand Nazism,Three Arrows,No,30,0,8,0,59,1,43,2,0,143,0,0,0,1,0,0,0,0,1
bBj6CVPz9_Q,Marxist Materialism: A Philosophical Development,midwesternmarx,Yes,5,0,2,0,1,0,2,0,0,10,0,0,0,0,0,0,0,0,0
bKNJcgWazNQ,,,Yes,2,3,26,0,9,0,2,10,0,52,0,0,0,1,2,0,0,0,3
bKwXuwuAOFw,When the U.S. Asked Israel for Advice on Occupying Iraq,midwesternmarx,Yes,6,0,0,0,0,0,6,1,0,13,0,0,0,0,0,0,0,0,0
bLTgFZi-0Z8,Tech Giants FIRE Woke Employees,Actual Justice Warrior,Yes,1,4,4,0,4,0,17,2,0,32,0,0,0,0,0,0,0,0,0
bUMpdmaa-Kg,Probably Cancelled | Multipolarity Rising | Russia's Relations w/DPRK&Vietnam | Don Courter,midwesternmarx,Yes,15,3,6,4,4,1,54,10,0,97,0,0,0,1,0,0,0,0,1
bVfIhLwIguo,Production Hell - Groundhog Day,The Critical Drinker,Yes,1,0,4,0,1,0,2,2,0,10,2,0,0,0,0,0,0,0,2
bWhkVIfk9lU,"Critical Drinker Gets Copyright Blocked Over ""Why The Last Of Us Is Falling Apart"" Video",Geeks + Gamers,Yes,0,0,2,0,0,0,18,0,0,20,0,0,0,0,2,0,0,0,2
bknH4NFM_YU,Noah's Show | Noah Humiliates a Neo-n*zi and More!,midwesternmarx,Yes,23,1,17,3,24,0,27,5,0,100,3,0,0,0,0,0,0,0,3
bknae1M_YAk,,,Yes,2,0,0,0,0,0,4,4,0,10,0,0,0,0,0,0,0,0,0
bnaNg6EQjZw,"TS Madison on Relatability, Haters, Beyonce, Mo'Nique & Taking Up Space | ICONIC INTERVIEW",olurinatti,,3,4,14,1,49,0,1,5,0,77,0,0,1,0,0,0,0,0,1
c2K1TfMFuNo,Hasan Piker Calls the ACP Federal Agents at Cambridge University,midwesternmarx,Yes,54,0,38,0,19,0,96,4,1,212,0,0,3,0,0,0,0,0,3
cEFTxxx9Z4k,Unpacking Kamala's Run & Ana Kasparian's Grift | OLAY & CHILL,olurinatti,,15,0,14,1,120,0,23,1,0,174,0,0,0,0,0,0,0,0,0
cPNzm0UJ3MA,Mission: Impossible The Final Reckoning REVIEW - A Disappointing End,Nerdrotic,Yes,9,0,7,0,0,1,11,2,0,30,0,0,0,0,0,0,0,0,0
cTuSqDK3_4A,,,Yes,9,0,5,0,1,1,11,2,0,29,0,0,0,0,0,0,0,0,0
cUhY_gefO4c,Why Serial Killers Aren’t “Monsters”,olurinatti,,216,24,34,7,35,5,151,6,2,480,0,0,7,1,0,0,0,0,8
cyDrWQhpMWI,Stranger Things Secret Episode 9 BOMBSHELL,Geeks + Gamers,Yes,11,0,14,0,0,0,5,5,0,35,0,0,0,0,0,0,0,0,0
d6BWn6dGN2U,Newsweek Claims Roger Goodell Facing Calls to Be Fired!,Culture Casino,Yes,0,0,1,0,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0
d9hKTD29YyE,Audience CANCELS Disney,Culture Casino,No,1,0,1,0,0,0,3,1,0,6,1,0,0,0,0,0,0,0,1
dBfYoBKFCS8,,,Yes,10,0,1,0,0,0,1,2,0,14,0,0,0,0,0,0,0,0,0
dDyhSMW6jgE,Kendrick & Hip Hop’s Beef with Drake: Round 3 | OLAY & FRIENDS,olurinatti,,14,5,9,0,25,1,7,3,0,64,1,0,6,0,0,0,0,0,7
dLZ3IVhZyo4,"Foreign on Being a Progressive Bahamian, Caribbean Values & American Audiences",olurinatti,,9,0,19,0,42,1,10,0,0,81,0,0,9,0,0,0,0,0,9
dUtP02VQgLE,,,Yes,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
dzk0yH9Achw,Snow White - It's Even Worse Than I Expected,The Critical Drinker,Yes,4,0,10,0,18,1,11,1,0,45,17,0,0,0,0,0,0,0,17
e4b3aOFjqUk,"PODCAST #5: HUEY NEWTON""S REVOLUTIONARY SUICIDE, BLACK PANTHERS, AND MORE",midwesternmarx,Yes,64,4,16,0,76,17,40,3,0,220,0,0,0,2,0,0,0,0,2
eEJsv7NStgI,Why is Everyone Hating on Angel Reese?,olurinatti,,8,12,5,0,48,2,10,1,0,86,0,0,0,0,0,0,0,0,0
eGezteFIq8I,Disney's Snow White Flop Could CANCEL Frozen 3 & Rey Skywalker Star Wars Movie,Culture Casino,No,1,0,0,0,9,0,3,1,0,14,9,0,0,0,0,0,0,0,9
eGu1kSLwAlg,,,Yes,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
eLBfjvzPUP4,Men For Kamala Ad Is The WORST,Actual Justice Warrior,Yes,4,1,4,0,4,0,4,0,0,17,0,0,0,0,0,0,0,0,0
ePK6zWdjRMA,,,Yes,11,0,3,0,1,0,6,2,0,23,1,0,0,0,0,0,0,0,1
eQ3BfpWVfQE,The Asmongold Mythic Talent situation is Crazy,Hero Hei,Yes,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
e_CfPQ8znRE,Jussie Smollett Convicted Of HOAX,Actual Justice Warrior,Yes,25,0,5,0,36,2,23,1,0,92,0,0,0,0,0,0,0,0,0
eitZZmeuNZk,Crash And Burn - The Kristen Stewart Story,The Critical Drinker,Yes,1,0,5,1,3,0,3,0,0,13,2,0,0,0,0,0,0,0,2
ejdlkfXwPQc,Were the Crusades Defensive?,Three Arrows,Yes,105,1,11,1,22,0,61,6,4,211,0,0,0,0,0,0,0,0,0
eqZzdjU1xUg,Why They Hate The Lord of the Rings - The Scouring of Tolkien,Nerdrotic,Yes,11,0,2,0,26,1,17,0,0,57,0,0,0,0,0,0,0,0,0
ewr-XBZwyzA,Minnesota Judge Says Somalis Have A RIGHT TO STEAL,Actual Justice Warrior,Yes,4,0,11,0,1,0,28,0,0,44,0,0,0,0,0,0,0,0,0
f0Dl4m9bN1w,,,Yes,1,0,0,0,10,0,3,0,0,14,0,0,0,0,0,0,0,0,0
fBawKNeZbqc,Joe Rogan On Gaddafi & Libya,midwesternmarx,Yes,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
fDJTiMGjELw,,,Yes,4,0,2,1,1,0,18,0,0,26,0,0,0,0,0,0,0,0,0
fEW_p3uvk6g,,,Yes,3,0,5,0,7,0,28,0,0,43,1,0,0,0,0,0,0,0,1
fGvqf-UcXL4,,,Yes,3,0,3,0,6,0,1,1,0,14,0,0,0,0,0,0,0,0,0
fIqdMDe2pjs,Why Greg Abbott is The Most Dangerous Man in America,olurinatti,,93,25,18,3,60,6,165,73,2,445,0,0,0,2,0,0,0,0,2
fJsJHrO66Y4,LIBERALS RAGE AS TEAM USA DEFEATS CANADA IN HOCKEY AT OLYMPICS & DONALD TRUMP HAS HILARIOUS RESPONSE,TheQuartering,Yes,2,0,4,1,4,0,7,0,0,18,0,0,1,0,0,0,0,0,1
fez_4ahU0yc,,,Yes,7,0,7,0,6,0,1,1,0,22,6,0,0,0,0,0,0,0,6
fnqrarfzGSA,Black LGBT People are Still Black | OLAY & FRIENDS,olurinatti,,52,4,12,0,196,1,21,2,0,288,0,0,0,0,0,0,0,0,0
fp_GOiz5MV0,Donald Trump Just FIRED Kristi Noam After EMBARASSING Department Of Homeland Security Scandal!,TheQuartering,Yes,6,2,1,0,0,0,1,2,0,12,0,0,0,0,0,0,0,0,0
fvSzQMNhlfk,"Conscious Lee on TikTok Fame, The Value of Education, Controversy, Accountability & Afro-Pessimism",olurinatti,,37,1,40,0,149,1,14,0,0,242,0,0,3,0,0,0,0,0,3
g449rPJYL-g,Thunderbolts WTF Was That,Geeks + Gamers,Yes,2,0,8,0,3,0,3,0,0,16,0,0,0,0,0,0,0,0,0
g7k80zLny6U,James Gunn's DCU Is Falling Apart,The Critical Drinker,Yes,2,0,3,0,0,2,3,24,0,34,0,0,0,0,0,0,0,0,0
g8KgCy9Mc4M,Comedian Arrested for JOKES - Free Speech is DEAD in the UK,Nerdrotic,Yes,8,1,8,0,6,0,9,1,0,33,0,0,0,0,0,0,0,0,0
gLJKTo2cj6s,,,Yes,0,0,3,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0
gNfvSqHk-8U,Probably Cancelled | Burning Man is an Inside Job: Psychedelic Culture as Bio-Warfare w/John Potash,midwesternmarx,No,49,6,9,7,31,3,33,11,1,150,1,0,0,0,0,0,0,0,1
gQZpuJPA8R8,Daredevil: Born Again REVIEW,Nerdrotic,Yes,11,0,6,0,3,1,10,3,0,34,0,0,0,0,0,0,0,0,0
gUHU0lNgKXY,Sweden is a War Zone,The Podcast of the Lotus Eaters,Yes,49,2,7,0,1,0,11,9,0,79,0,0,0,0,0,0,0,0,0
gWYci7LKUIY,Nerdrotic and Critical Drinker ATTACKED Over Starfleet Academy DISASTER,Geeks + Gamers,Yes,1,0,4,0,4,0,1,0,0,10,0,0,0,0,0,0,0,0,0
gfHXJRqq-qo,Guns in the Third Reich - A Response to Ben Shapiro and Others,Three Arrows,Yes,46,1,6,0,46,0,26,53,0,178,0,0,0,0,0,0,0,0,0
ggFJ_kpqhUs,Cenk's EPIC Tim Pool Meltdown Live Reaction With @AlfBenny,Actual Justice Warrior,Yes,71,46,102,0,35,5,42,20,0,321,0,0,1,1,0,0,0,0,2
gia_Qs-xAko,,,Yes,2,0,2,1,0,0,9,1,0,15,0,0,0,0,0,0,0,0,0
grd35B5dl9Y,The 7 Deadly Sins of Black Politicians,olurinatti,,63,0,13,4,159,0,50,19,0,308,0,0,0,0,0,0,0,0,0
gwEX06eLhCk,,,Yes,1,0,2,0,7,0,7,1,0,18,0,0,0,0,0,0,0,0,0
gyFTPYmlx3Q,THE CONTROLLED OPPOSITION OF ZOHRAN MAMDANI | NIKO HOUSE,midwesternmarx,Yes,32,1,23,0,41,0,49,7,0,153,1,0,10,0,0,0,0,0,11
h-reYV5NteM,How a TikTok Star Ended Up in Prison,olurinatti,,40,8,4,1,0,2,28,7,1,91,0,0,0,1,0,0,0,0,1
hAzJPldtt3Y,"Jamaal Bowman on the Influence of AIPAC, Calling for a Ceasefire, Reparations & Reelection",olurinatti,,28,0,7,0,73,2,48,6,0,164,0,0,4,1,0,0,0,0,5
hBGU6bwB60k,What is Abolition?,olurinatti,,55,24,1,0,5,0,22,0,0,107,0,0,0,0,0,0,0,0,0
hTCsNrC1_LU,BBC TV License Enforcement Officers Come Knocking at my Door as License Fee Payers Collapse!,HeelvsBabyface,Yes,1,0,2,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0
hUFvG4RpwJI,Was Hitler a Socialist?,Three Arrows,Yes,21,0,2,0,141,2,19,9,0,194,0,0,0,0,0,0,0,0,0
hUYprCCnAnE,Woke Artist DEMANDS You Worship Black Women,Actual Justice Warrior,Yes,0,0,8,0,36,0,3,0,0,47,0,0,0,0,0,0,0,0,0
hVU4pMnUQV4,,,Yes,1,2,4,0,5,0,2,2,0,16,0,0,0,0,0,0,0,0,0
hV_pjx5HRX0,From MLK's Civil Rights Movement to Fain and the UAWs New Labor Movement,midwesternmarx,Yes,6,0,1,0,16,0,14,0,0,37,0,0,0,5,0,0,0,0,5
hXW0AaStXf0,The Bride! - It Sucks!,The Critical Drinker,Yes,3,1,4,0,0,0,2,1,0,11,0,0,0,0,0,0,0,0,0
hYjNLp6QXAY,Biden Victory Means 4 Years of Trump Support Wasted for UK-US Trade Deal,The Podcast of the Lotus Eaters,Yes,2,0,2,0,5,0,4,0,0,13,0,0,0,0,0,0,0,0,0
ha59Y-Cu2Ww,PANIC as CNBC Layoffs Hit and  PBS COLLAPSES,Culture Casino,Yes,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
heQXp3P1VWI,The BAFTA's Showed Us Who People Really Are,The Critical Drinker,Yes,1,0,2,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0
hjunt0aem7A,KARMELO ANTHONY GETS BRUTAL NEWS!,TheQuartering,Yes,6,1,5,2,9,0,24,1,0,48,0,0,0,0,0,0,0,0,0
